id;ingredient;similars;co2id
545;2 1/2 cups half & half;"['Buffalo milk' 'Rock fish' 'Cuttlefish' 'Shark mako' 'Coconut milk'
 'Mustard seed' 'Cauliflowers' 'Button squash' 'Guavas' 'Mussels']";0
546;1 Tbsp. lemon juice;"['Almond milk' 'Lemon' 'Raspberries' 'Diamond fish' 'Salmon' 'Almonds'
 'Quinces' 'Lettuce' 'Rape seed' 'Grapefruit']";0
547;1 teaspoon coarse salt;"['Sea bass' 'Nectarines' 'Sesame seed' 'Peaches' 'Button squash'
 'Mandarins' 'Rape seed' 'Asparagus' 'Cashew nut' 'Green beans']";0
548;4 green cardamom pods;"['Green beans' 'Ling common' 'Kangaroo' 'Beetroot' 'Avocados' 'Nectarines'
 'Watermelons' 'Sesame seed' 'Pears' 'Cream']";0
549;Coarse salt and very coarsely ground pepper;"['Cantelope' 'Cranberries' 'Watermelons' 'Rape seed' 'Cashew nut'
 'Sesame seed' 'Gooseberries' 'Mustard seed' 'Celery' 'Mandarin']";0
550;1/2 teaspoon vanilla;"['Coconut milk' 'Almond milk' 'Green beans' 'Butter beans' 'Buffalo milk'
 'Diamond fish' 'Fennel' 'Button squash' 'Lentils' 'Sea bass']";0
551;vegetable oil for frying;"['Herring' 'Nectarines' 'Raspberries' 'Celery' 'Cauliflowers' 'Kiwi fruit'
 'Cuttlefish' 'Aubergines' 'Blueberries' 'Gooseberries']";0
552;1/2 stick (1/4 cup) unsalted butter, softened;"['Sunflower seed' 'Mustard seed' 'Sesame seed' 'Butter beans' 'Chick peas'
 'Ground nuts' 'Cucumbers' 'Chestnuts' 'Aubergines' 'Watermelons']";
553;1 1/4 cup fresh blackberries, chopped;"['Cranberries' 'Strawberries' 'Strawberries' 'Blueberries' 'Raspberries'
 'Gooseberries' 'Sunflower seed' 'Cherries' 'Aubergines' 'Sesame seed']";0
554;demerara sugar for topping;"['Herring' 'Kangaroo' 'Carrots' 'Mandarin' 'Mandarins' 'Nectarines'
 'Shark mako' 'Aubergines' 'Blueberries' 'Sesame seed']";0
555;4 whole cloves;"['Olives' 'Swedes' 'Melons' 'Pomelo' 'Melons' 'Cheese' 'Cauliflowers'
 'Peaches' 'Pollock' 'Tomatoes']";0
556;5-6 stalks of coriander / cilantro;"['Almond milk' 'Coconut milk' 'Grapefruit' 'Pistachios' 'Tangerines'
 'Nectarines' 'Cashew nut' 'Cranberries' 'Buffalo milk' 'Diamond fish']";0
557;Salami, Schinken, Speck;"['Sesame seed' 'Salmon' 'Chicken' 'Cantelope' 'Artichokes' 'Shark mako'
 'Pineapples' 'Buffalo milk' 'Garlic' 'Shrimp']";
558;1 egg yolk, lightly beaten;"['Soybean' 'Green beans' 'Butter beans' 'Potatoes' 'Eggplants' 'Rock fish'
 'Porbeagle' 'Wheat' 'Lettuce' 'Yoghurt']";
559;1 cup Pecorino Romano cheese, freshly grated;"['Sunflower seed' 'Pomfret' 'Peaches' 'Rape seed' 'Rock fish' 'Aubergines'
 'Nectarines' 'Diamond fish' 'Gooseberries' 'Mustard seed']";
560;4 slices sandwich bread;"['Sesame seed' 'Pilchard' 'Rape seed' 'Pistachios' 'Chick peas'
 'Kiwi fruit' 'Butter beans' 'Mustard seed' 'Diamond fish' 'Olives']";0
561;Freshly Grated Parmesan Cheese (to serve);"['Sesame seed' 'Watermelons' 'Mustard seed' 'Ground nuts' 'Butter beans'
 'Cheese' 'Peaches' 'Peanuts' 'Currants' 'Sea bass']";
562;7 ounces tuna fillet;"['Ground nuts' 'Coconut milk' 'Mustard seed' 'Quinces' 'Chestnuts'
 'Rock fish' 'Porbeagle' 'Almond milk' 'Lobster' 'Lentils']";
563;3 cloves of garlic, halved;"['Sunflower seed' 'Sesame seed' 'Mustard seed' 'Garlic' 'Avocados'
 'Pilchard' 'Cuttlefish' 'Artichokes' 'Nectarines' 'Cauliflowers']";
564;1 (10 pound) prime rib roast;"['Green beans' 'Ground nuts' 'Almond milk' 'Diamond fish' 'Turbot'
 'Cowpeas' 'Apricot' 'Sea bass' 'Currants' 'Cucumbers']";
565;Coarse salt and freshly ground pepper;"['Cantelope' 'Mustard seed' 'Diamond fish' 'Rape seed' 'Swordfish'
 'Porbeagle' 'Cranberries' 'Sesame seed' 'Ground nuts' 'Button squash']";0
566;2 cups clam juice;"['Coconut milk' 'Mustard seed' 'Quinces' 'Broccoli' 'Broccoli' 'Cucumbers'
 'Capsicums' 'Sesame seed' 'Almond milk' 'Rice']";0
567;2 cups beef stock;"['Cucumbers' 'Aubergines' 'Raspberries' 'Blueberries' 'Gooseberries'
 'Butter beans' 'Beetroot' 'Rape seed' 'Cashew nut' 'Cuttlefish']";0
568;150 g Champignons, frische;"['Diamond fish' 'Rock fish' 'Capsicums' 'Cranberries' 'Spinach' 'Chicken'
 'Pumpkins' 'Cherries' 'Mandarins' 'Swordfish']";
569;100 g Parmesan, geriebener;"['Tangerines' 'Cranberries' 'Sesame seed' 'Raspberries' 'Strawberries'
 'Strawberries' 'Orange' 'Mandarin' 'Mandarins' 'Rape seed']";
570;Lettuce, for serving;"['Lettuce' 'Sunflower seed' 'Herring' 'Lobster' 'Nectarines' 'Cuttlefish'
 'Aubergines' 'Sesame seed' 'Blueberries' 'Lemon']";
571;1/2 medium onion, chopped;"['Quinces' 'Pineapples' 'Artichokes' 'Ling common' 'Sesame seed'
 'Diamond fish' 'Lemon' 'Onion' 'Button squash' 'Quinoa']";
572;Parmesan Cheese ( I bought a 10 oz. container);"['Chestnuts' 'Nectarines' 'Coconut milk' 'Cheese' 'Peanuts' 'Peaches'
 'Tangerines' 'Cashew nut' 'Sesame seed' 'Ling common']";
573;1 red bell pepper, seeded and cut into 1-inch pieces;"['Green beans' 'Sunflower seed' 'Rape seed' 'Grapefruit' 'Artichokes'
 'Aubergines' 'Sesame seed' 'Ground nuts' 'Blueberries' 'Mustard seed']";
574;1/2 teaspoon cayenne pepper, or to taste;"['Green beans' 'Sesame seed' 'Raspberries' 'Gooseberries' 'Peppers'
 'Carrots' 'Asparagus' 'Rape seed' 'Chick peas' 'Pineapples']";0
575;1 tsp dry Mango Powder;"['Orange' 'Strawberries' 'Strawberries' 'Mandarin' 'Mandarins' 'Tangerines'
 'Cranberries' 'Cauliflowers' 'Ginger' 'Sunflower seed']";0
576;1 bunch cilantro;"['Zucchini' 'Quinoa' 'Currants' 'Kangaroo' 'Pilchard' 'Cantelope'
 'Mushrooms' 'Eggplants' 'Pistachios' 'Shark mako']";0
577;4 tbsps. ketchup;"['Capsicums' 'Pistachios' 'Lobster' 'Lettuce' 'Peaches' 'Spinach'
 'Asparagus' 'Cantelope' 'Grapefruit' 'Artichokes']";0
578;1 cup chopped fennel bulb, divided;"['Rape seed' 'Green beans' 'Mustard seed' 'Fennel' 'Zucchini' 'Grapefruit'
 'Cashew nut' 'Ground nuts' 'Diamond fish' 'Buffalo milk']";
579;2 tbsp of Dijon mustard;"['Mustard seed' 'Button squash' 'Diamond fish' 'Coconut milk' 'Lobster'
 'Spinach' 'Rhombus' 'Octopus' 'Pilchard' 'Rock fish']";0
580;1 teaspoon Old Bay seasoning;"['Button squash' 'Mandarin' 'Mandarins' 'Green beans' 'Sesame seed'
 'Butter beans' 'Diamond fish' 'Sea bass' 'Asparagus' 'Rape seed']";0
581;2 cups whole milk;"['Buffalo milk' 'Almond milk' 'Coconut milk' 'Soy-milk' 'Mushrooms'
 'Pollock' 'Mussels' 'Broccoli' 'Broccoli' 'Cashew nut']";
582;2 (6.5 ounce) cans clams, juice reserved;"['Mustard seed' 'Rape seed' 'Sunflower seed' 'Sea bass' 'Nectarines'
 'Blueberries' 'Butter beans' 'Button squash' 'Quinces' 'Peaches']";0
583;1 clove garlic;"['Garlic' 'Megrim' 'Nectarines' 'Almond milk' 'Blueberries' 'Pears'
 'Buffalo milk' 'Gooseberries' 'Barley' 'Herring']";
584;2 Tbs. rum;"['Trout' 'Lobster' 'Sea bass' 'Asparagus' 'Capsicums' 'Kiwi fruit'
 'Cashew nut' 'Tuna' 'Cream' 'Turkey']";0
585;1 large tomato, sliced into 8 slices;"['Tomatoes' 'Tomatoes' 'Artichokes' 'Tangerines' 'Green beans'
 'Almond milk' 'Ground nuts' 'Gooseberries' 'Potatoes' 'Rape seed']";
586;2 scallions, thinly sliced;"['Pistachios' 'Coconut milk' 'Buffalo milk' 'Walnuts' 'Zucchini'
 'Mandarins' 'Nectarines' 'Tangerines' 'Watermelons' 'Cauliflowers']";0
587;1/2 cup smooth peanut butter;"['Cucumbers' 'Gooseberries' 'Coconut milk' 'Butter' 'Lobster' 'Peanuts'
 'Potatoes' 'Chestnuts' 'Chick peas' 'Ground nuts']";0
588;2 tablespoons mustard;"['Mustard seed' 'Walnuts' 'Button squash' 'Rape seed' 'Capsicums'
 'Hazelnuts' 'Cashew nut' 'Almond milk' 'Watermelons' 'Coconut milk']";
589;1/4 cup cornstarch dissolved in 1/2 cup water;"['Mustard seed' 'Nectarines' 'Pistachios' 'Ground nuts' 'Button squash'
 'Zucchini' 'Artichokes' 'Sesame seed' 'Sunflower seed' 'Butter']";0
590;1 teaspoon ground white pepper;"['Ground nuts' 'Sesame seed' 'Coconut milk' 'Diamond fish' 'Button squash'
 'Peppers' 'Peanuts' 'Kangaroo' 'Cantelope' 'Chick peas']";0
591;1/2 cup mayonnaise;"['Mandarins' 'Ling common' 'Guavas' 'Diamond fish' 'Almonds' 'Tomatoes'
 'Currants' 'Mandarin' 'Rutabage' 'Tomatoes']";0
592;1 tsp. coarse sea salt;"['Asparagus' 'Green beans' 'Sesame seed' 'Butter beans' 'Mustard seed'
 'Button squash' 'Porbeagle' 'Rape seed' 'Nectarines' 'Cashew nut']";0
593;2 anchovies;"['Peaches' 'Pistachios' 'Tangerines' 'Artichokes' 'Cranberries' 'Quinces'
 'Cherries' 'Mandarins' 'Nectarines' 'Chick peas']";
594;1 medium sized tomato;"['Sesame seed' 'Tomatoes' 'Beetroot' 'Tomatoes' 'Rape seed' 'Pistachios'
 'Ling common' 'Quinoa' 'Sunflower seed' 'Potatoes']";
595;1/2 teaspoon chili powder;"['Cauliflowers' 'Coconut milk' 'Peaches' 'Peppers' 'Sunflower seed'
 'Cantelope' 'Pistachios' 'Pineapples' 'Artichokes' 'Raspberries']";0
596;3 to 4 large ripe avocados;"['Avocados' 'Tangerines' 'Strawberries' 'Strawberries' 'Nectarines'
 'Cranberries' 'Raspberries' 'Watermelons' 'Green beans' 'Blueberries']";
597;3/4 cup butter;"['Butter' 'Cucumbers' 'Butter beans' 'Lobster' 'Cuttlefish' 'Aubergines'
 'Raspberries' 'Blueberries' 'Ground nuts' 'Lettuce']";
598;1 Prise(n) Zucker;"['Artichokes' 'Ginger' 'Peanuts' 'Peaches' 'Lettuce' 'Chicken' 'Peppers'
 'Mackerel' 'Pilchard' 'Porbeagle']";0
599;1/4 cup milk;"['Coconut milk' 'Buffalo milk' 'Almond milk' 'Soy-milk' 'Milk' 'Pumpkins'
 'Capsicums' 'Cucumbers' 'Shark mako' 'Ling common']";
600;1 teaspoon of finely minced fresh ginger;"['Diamond fish' 'Rape seed' 'Rock fish' 'Kiwi fruit' 'Pineapples'
 'Aubergines' 'Cuttlefish' 'Nectarines' 'Grapefruit' 'Watermelons']";0
601;¼ cup honey;"['Artichokes' 'Ling common' 'Turkey' 'Quinces' 'Zucchini' 'Pumpkins'
 'Mushrooms' 'Cucumbers' 'Rockmelon' 'Pistachios']";0
602;1-2 cloves minced garlic;"['Almond milk' 'Garlic' 'Buffalo milk' 'Sunflower seed' 'Mandarin'
 'Mandarins' 'Pineapples' 'Nectarines' 'Sesame seed' 'Coconut milk']";
603;2 cloves garlic, chopped;"['Sunflower seed' 'Artichokes' 'Sesame seed' 'Garlic' 'Mustard seed'
 'Peaches' 'Nectarines' 'Chick peas' 'Cauliflowers' 'Olives']";
604;1/4 teaspoon hot sauce;"['Lettuce' 'Button squash' 'Rape seed' 'Watermelons' 'Beans' 'Diamond fish'
 'Mustard seed' 'Coconut milk' 'Melons' 'Melons']";0
605;2 cloves garlic, 1 minced;"['Sunflower seed' 'Nectarines' 'Sesame seed' 'Mustard seed' 'Megrim'
 'Garlic' 'Tangerines' 'Aubergines' 'Almond milk' 'Coconut milk']";
606;3/4 pound ground lamb;"['Ground nuts' 'Almond milk' 'Coconut milk' 'Quinoa' 'Button squash'
 'Kangaroo' 'Cucumbers' 'Mushrooms' 'Green beans' 'Ling common']";
607;3 c powdered sugar;"['Sunflower seed' 'Chick peas' 'Cauliflowers' 'Swedes' 'Button squash'
 'Peppers' 'Cowpeas' 'Mackerel' 'Swordfish' 'Porbeagle']";0
608;1 tsp pure vanilla extract;"['Apricot' 'Currants' 'Beetroot' 'Porbeagle' 'Asparagus' 'Green beans'
 'Butter beans' 'Cauliflowers' 'Apples' 'Celery']";0
609;12 strips julienne-cut carrot;"['Apricot' 'Carrots' 'Pilchard' 'Chestnuts' 'Capsicums' 'Cashew nut'
 'Nectarines' 'Kiwi fruit' 'Green beans' 'Ling common']";
610;Salt and pepper to taste;"['Peppers' 'Sunflower seed' 'Rape seed' 'Pineapples' 'Strawberries'
 'Strawberries' 'Button squash' 'Carrots' 'Walnuts' 'Beetroot']";0
611;1¾ teaspoons kosher salt;"['Cashew nut' 'Raspberries' 'Gooseberries' 'Diamond fish' 'Button squash'
 'Peppers' 'Peaches' 'Sunflower seed' 'Mackerel' 'Rape seed']";0
612;2 cups all-purpose flour;"['Buffalo milk' 'Mustard seed' 'Cauliflowers' 'Mussels' 'Mushrooms'
 'Cashew nut' 'Grapefruit' 'Pomelo' 'Sunflower seed' 'Lobster']";0
613;¼ cup sesame oil;"['Sesame seed' 'Rape seed' 'Mustard seed' 'Buffalo milk' 'Mussels'
 'Sunflower seed' 'Cucumbers' 'Rockmelon' 'Watermelons' 'Almond milk']";0
614;1 cup all-purpose flour;"['Buffalo milk' 'Cauliflowers' 'Cashew nut' 'Grapefruit' 'Mustard seed'
 'Pomelo' 'Sunflower seed' 'Mussels' 'Lobster' 'Walnuts']";0
615;1 6.5-ounce package chilled block of foie gras (fattened duck liver), cut crosswise into 1/4-inch-thick slices;"['Anglerfish' 'Ground nuts' 'Cranberries' 'Buffalo milk' 'Butter beans'
 'Coconut milk' 'Sunflower seed' 'Rock fish' 'Aubergines' 'Nectarines']";
616;1 cup chocolate chips;"['Coconut milk' 'Tomatoes' 'Broccoli' 'Broccoli' 'Zucchini' 'Tomatoes'
 'Potatoes' 'Eggplants' 'Rock fish' 'Cuttlefish']";0
617;1/2 cup whipping cream;"['Ling common' 'Whiting' 'Quinces' 'Chick peas' 'Cream' 'Quinoa' 'Ginger'
 'Cowpeas' 'Spinach' 'Chicken']";
618;Salt and pepper;"['Peppers' 'Mustard seed' 'Pineapples' 'Salmon' 'Strawberries'
 'Strawberries' 'Mandarin' 'Rape seed' 'Mandarins' 'Cantelope']";0
619;3 - 4 tablespoons mayonnaise;"['Almond milk' 'Buffalo milk' 'Coconut milk' 'Diamond fish' 'Tomatoes'
 'Tomatoes' 'Rutabage' 'Rape seed' 'Mushrooms' 'Capsicums']";0
620;8 ounces extra-firm tofu, drained;"['Mustard seed' 'Nectarines' 'Sesame seed' 'Sunflower seed' 'Potatoes'
 'Aubergines' 'Quinces' 'Herring' 'Pomfret' 'Tomatoes']";0
621;2 tablespoons extra virgin olive oil;"['Raspberries' 'Aubergines' 'Coconut milk' 'Beetroot' 'Rutabage' 'Mandarin'
 'Mandarins' 'Tangerines' 'Nectarines' 'Almond milk']";0
622;any desired mix-ins: extracts, cocoa powder, cinnamon, sprinkles, etc.;"['Strawberries' 'Strawberries' 'Pineapples' 'Nectarines' 'Sunflower seed'
 'Mandarins' 'Tangerines' 'Pistachios' 'Ling common' 'Watermelons']";0
623;1 cup unsweetened plain soy milk;"['Buffalo milk' 'Almond milk' 'Butter beans' 'Soy-milk' 'Nectarines'
 'Ground nuts' 'Mustard seed' 'Coconut milk' 'Sunflower seed' 'Pumpkins']";
624;Paprika, for serving (optional);"['Ling common' 'Porbeagle' 'Pistachios' 'Kiwi fruit' 'Grapefruit'
 'Cauliflowers' 'Sunflower seed' 'Carrots' 'Pomfret' 'Apricot']";
625;2 teaspoons sesame oil;"['Coconut milk' 'Rape seed' 'Sesame seed' 'Almond milk' 'Buffalo milk'
 'Gooseberries' 'Button squash' 'Pineapples' 'Nectarines' 'Raspberries']";0
626;1/8 teaspoon salt;"['Button squash' 'Beans' 'Watermelons' 'Melons' 'Melons' 'Diamond fish'
 'Peanuts' 'Sea bass' 'Beetroot' 'Mushrooms']";0
627;food coloring;"['Broccoli' 'Broccoli' 'Rockmelon' 'Herring' 'Mandarin' 'Mandarins' 'Corn'
 'Nectarines' 'Ground nuts' 'Almond milk']";0
628;1/2 teaspoon pepper;"['Peppers' 'Cantelope' 'Pineapples' 'Raspberries' 'Gooseberries'
 'Rape seed' 'Tangerines' 'Grapefruit' 'Cranberries' 'Green beans']";0
629;2 tablespoons dark brown sugar;"['Mandarins' 'Button squash' 'Mandarin' 'Raspberries' 'Butter beans'
 'Diamond fish' 'Gooseberries' 'Almonds' 'Herring' 'Carrots']";0
630;70g / 1 cup beansprouts;"['Peanuts' 'Butter beans' 'Cucumbers' 'Eggplants' 'Green beans' 'Carrots'
 'Walnuts' 'Currants' 'Hazelnuts' 'Mushrooms']";0
631;1 1/2 teaspoons baking powder;"['Rutabage' 'Raspberries' 'Gooseberries' 'Cauliflowers' 'Ginger' 'Peppers'
 'Mandarin' 'Sea bass' 'Mandarins' 'Cantelope']";0
632;1 teaspoon Dijon mustard;"['Cashew nut' 'Mustard seed' 'Button squash' 'Peanuts' 'Rape seed'
 'Watermelons' 'Diamond fish' 'Coconut milk' 'Beans' 'Melons']";
633;1 1/4 cups all-purpose flour;"['Buffalo milk' 'Mustard seed' 'Cauliflowers' 'Mussels' 'Mushrooms'
 'Cashew nut' 'Grapefruit' 'Sunflower seed' 'Pomelo' 'Lobster']";0
634;6 cups mixed greens;"['Cucumbers' 'Mustard seed' 'Butter beans' 'Pumpkins' 'Rape seed'
 'Aubergines' 'Ground nuts' 'Blueberries' 'Raspberries' 'Watermelons']";0
635;1/4 cup extra-virgin olive oil;"['Nectarines' 'Aubergines' 'Buffalo milk' 'Mustard seed' 'Herring'
 'Beetroot' 'Rutabage' 'Cherries' 'Cuttlefish' 'Tangerines']";0
636;1 1/2 cups cooked medium shrimp, peeled, deveined, and halved (about 3/4 pound);"['Sesame seed' 'Mustard seed' 'Rockmelon' 'Cashew nut' 'Green beans'
 'Ling common' 'Mackerel' 'Capsicums' 'Rock fish' 'Mushrooms']";
637;1 tablespoon finely chopped fresh Italian parsley leaves;"['Pineapples' 'Diamond fish' 'Rape seed' 'Artichokes' 'Cuttlefish'
 'Chick peas' 'Almond milk' 'Watermelons' 'Raspberries' 'Green beans']";0
638;Cocoa powder for dusting;"['Cauliflowers' 'Herring' 'Avocados' 'Kiwi fruit' 'Chick peas'
 'Cranberries' 'Raspberries' 'Diamond fish' 'Strawberries' 'Gooseberries']";0
639;1/2 teaspoon Dijon mustard;"['Cashew nut' 'Mustard seed' 'Button squash' 'Peanuts' 'Rape seed'
 'Watermelons' 'Diamond fish' 'Coconut milk' 'Beans' 'Melons']";
640;salt to taste;"['Potatoes' 'Button squash' 'Lobster' 'Carrots' 'Walnuts' 'Sea bass'
 'Tomatoes' 'Tomatoes' 'Asparagus' 'Oats']";0
641;1 tsp Basil;"['Asparagus' 'Chick peas' 'Beans' 'Barley' 'Coconut milk' 'Buffalo milk'
 'Buffalo' 'Cowpeas' 'Octopus' 'Mussels']";0
642;Oil for frying;"['Herring' 'Kiwi fruit' 'Orange' 'Whiting' 'Swordfish' 'Grapefruit' 'Corn'
 'Blueberries' 'Diamond fish' 'Gooseberries']";0
643;1 teaspoon salt;"['Button squash' 'Beans' 'Watermelons' 'Melons' 'Melons' 'Diamond fish'
 'Peanuts' 'Sea bass' 'Beetroot' 'Mushrooms']";0
644;1 whole-wheat hamburger bun, split or 2 slices whole wheat bread;"['Cauliflowers' 'Gooseberries' 'Blueberries' 'Strawberries' 'Strawberries'
 'Sunflower seed' 'Cherries' 'Beetroot' 'Rape seed' 'Tangerines']";0
645;1/3 cup soy sauce;"['Mussels' 'Mushrooms' 'Rape seed' 'Mustard seed' 'Button squash' 'Quinoa'
 'Sunflower seed' 'Spinach' 'Quinces' 'Octopus']";0
646;1/2 cup confectioners' sugar;"['Sunflower seed' 'Button squash' 'Cauliflowers' 'Butter beans' 'Quinces'
 'Zucchini' 'Pumpkins' 'Cucumbers' 'Artichokes' 'Nectarines']";0
647;a small handful of cilantro;"['Diamond fish' 'Cashew nut' 'Almond milk' 'Cauliflowers' 'Buffalo milk'
 'Walnuts' 'Mandarin' 'Kangaroo' 'Mandarins' 'Hazelnuts']";0
648;5 tbsp sugar;"['Button squash' 'Asparagus' 'Octopus' 'Lobster' 'Kangaroo' 'Rape seed'
 'Chick peas' 'Nectarines' 'Sesame seed' 'Raspberries']";0
649;1 tablespoon grapeseed oil;"['Sesame seed' 'Rape seed' 'Almond milk' 'Mustard seed' 'Raspberries'
 'Buffalo milk' 'Coconut milk' 'Gooseberries' 'Diamond fish' 'Grapes']";0
650;1 dash(es) Onion Powder;"['Onion' 'Cauliflowers' 'Cashew nut' 'Fennel' 'Ginger' 'Cheese'
 'Sunflower seed' 'Peaches' 'Sea bass' 'Chestnuts']";0
651;Salt and ground black pepper to taste;"['Sunflower seed' 'Ground nuts' 'Chick peas' 'Green beans' 'Strawberries'
 'Strawberries' 'Peppers' 'Walnuts' 'Sea bass' 'Mackerel']";0
652;8 oz fresh mozzarella, sliced into 8 slices;"['Sesame seed' 'Tomatoes' 'Tomatoes' 'Nectarines' 'Green beans'
 'Ground nuts' 'Mustard seed' 'Potatoes' 'Currants' 'Rape seed']";
653;8 flour tortillas, warmed;"['Sunflower seed' 'Buffalo milk' 'Mustard seed' 'Rutabage' 'Pilchard'
 'Currants' 'Cuttlefish' 'Sesame seed' 'Almond milk' 'Coconut milk']";0
654;1 teaspoon dried tarragon;"['Mandarin' 'Mandarins' 'Asparagus' 'Raspberries' 'Green beans'
 'Butter beans' 'Kangaroo' 'Rape seed' 'Tangerines' 'Nectarines']";0
655;1 pound very lean sirloin of beef, trimmed of visible fat;"['Cranberries' 'Ground nuts' 'Raspberries' 'Blueberries' 'Gooseberries'
 'Sunflower seed' 'Mushrooms' 'Tangerines' 'Grapefruit' 'Anglerfish']";
656;1/2 onion, minced;"['Onion' 'Almond milk' 'Coconut milk' 'Quinces' 'Sunflower seed'
 'Tangerines' 'Rice' 'Lime' 'Buffalo milk' 'Ginger']";
657;Brühe (zwischen 1,2 l - 1,8 l), selbst gemacht oder instant;"['Green beans' 'Blueberries' 'Sesame seed' 'Butter beans' 'Chick peas'
 'Artichokes' 'Gooseberries' 'Sunflower seed' 'Peaches' 'Beetroot']";0
658;1 tablespoon all-purpose flour;"['Watermelons' 'Cauliflowers' 'Coconut milk' 'Button squash' 'Peppers'
 'Octopus' 'Mackerel' 'Rutabage' 'Cantelope' 'Mandarins']";0
659;2 tablespoons citrus champagne vinegar;"['Tangerines' 'Sesame seed' 'Coconut milk' 'Rutabage' 'Capsicums'
 'Cuttlefish' 'Nectarines' 'Cashew nut' 'Almond milk' 'Diamond fish']";0
660;2 slices Virginia ham;"['Aubergines' 'Olives' 'Megrim' 'Quinces' 'Chicken' 'Spinach' 'Herring'
 'Zucchini' 'Gherkins' 'Pilchard']";0
661;4 eggs plus 2 egg yolks;"['Eggplants' 'Pineapples' 'Sesame seed' 'Melons' 'Melons' 'Celery' 'Apples'
 'Peppers' 'Sea bass' 'Hazelnuts']";
662;2 tablespoons fresh rosemary leaves;"['Rape seed' 'Sesame seed' 'Green beans' 'Mustard seed' 'Gooseberries'
 'Diamond fish' 'Butter beans' 'Asparagus' 'Mushrooms' 'Cuttlefish']";0
663;1/4 cup warm 110°F (43°C) water;"['Cucumbers' 'Mustard seed' 'Butter' 'Tomatoes' 'Tomatoes' 'Asparagus'
 'Cantelope' 'Nectarines' 'Shark mako' 'Grapefruit']";0
664;1 clove garlic, finely chopped;"['Sunflower seed' 'Cantelope' 'Cauliflowers' 'Rock fish' 'Artichokes'
 'Nectarines' 'Pineapples' 'Mustard seed' 'Garlic' 'Barley']";
665;1 large clove garlic, minced;"['Tangerines' 'Sunflower seed' 'Rape seed' 'Sesame seed' 'Blueberries'
 'Buffalo milk' 'Mustard seed' 'Garlic' 'Megrim' 'Mackerel']";
666;½ pound pork skin, cut in half;"['Ground nuts' 'Coconut milk' 'Almond milk' 'Sunflower seed' 'Apricot'
 'Mandarin' 'Pumpkins' 'Mandarins' 'Capsicums' 'Ling common']";
667;1 jalapeno pepper, stemmed, seeded, cut in half lengthwise;"['Sesame seed' 'Sunflower seed' 'Rape seed' 'Watermelons' 'Green beans'
 'Mustard seed' 'Nectarines' 'Cranberries' 'Raspberries' 'Blueberries']";
668;1 cup onion, diced;"['Quinces' 'Sunflower seed' 'Onion' 'Coconut milk' 'Spinach' 'Pumpkins'
 'Rape seed' 'Ling common' 'Almond milk' 'Rice']";
669;1¼ teaspoons toasted sesame oil;"['Coconut milk' 'Rape seed' 'Almond milk' 'Mustard seed' 'Sunflower seed'
 'Sea bass' 'Sesame seed' 'Raspberries' 'Buffalo milk' 'Gooseberries']";0
670;1 head Napa cabbage;"['Rutabage' 'Sea bass' 'Peaches' 'Asparagus' 'Porbeagle' 'Pineapples'
 'Shark mako' 'Raspberries' 'Mustard seed' 'Wheat']";0
671;1 tablespoon Italian seasoning;"['Button squash' 'Sesame seed' 'Green beans' 'Butter beans' 'Coconut milk'
 'Lentils' 'Rutabage' 'Mandarin' 'Eggplants' 'Hazelnuts']";0
672;2 pounds frozen soybeans in pods;"['Green beans' 'Sunflower seed' 'Butter beans' 'Ground nuts' 'Mustard seed'
 'Diamond fish' 'Gooseberries' 'Button squash' 'Soybean' 'Rape seed']";0
673;8 ounces Ground Beef;"['Ground nuts' 'Mustard seed' 'Quinces' 'Sunflower seed' 'Rockmelon' 'Beef'
 'Sesame seed' 'Coconut milk' 'Diamond fish' 'Mackerel']";
674;4 large baking potatoes, washed and scrubbed;"['Sesame seed' 'Green beans' 'Sunflower seed' 'Potatoes' 'Cashew nut'
 'Diamond fish' 'Butter beans' 'Mustard seed' 'Button squash' 'Tomatoes']";
675;3/4 tsp salt;"['Button squash' 'Mussels' 'Walnuts' 'Octopus' 'Potatoes' 'Rape seed'
 'Asparagus' 'Chick peas' 'Raspberries' 'Ground nuts']";0
676;1-1/2 cups HONEY MAID Graham Cracker Crumbs;"['Cranberries' 'Mackerel' 'Capsicums' 'Cucumbers' 'Grapefruit' 'Shark mako'
 'Artichokes' 'Sesame seed' 'Green beans' 'Strawberries']";0
677;3 slices bacon;"['Pistachios' 'Ling common' 'Olives' 'Green beans' 'Butter beans' 'Chicken'
 'Quinces' 'Sea bass' 'Rockmelon' 'Capsicums']";
678;1/2 teaspoon celery seeds;"['Rape seed' 'Sunflower seed' 'Sesame seed' 'Raspberries' 'Mustard seed'
 'Pineapples' 'Tangerines' 'Cranberries' 'Strawberries' 'Gooseberries']";0
679;3 tablespoons plus 2 teaspoons dark sesame oil, divided;"['Mustard seed' 'Coconut milk' 'Rape seed' 'Almond milk' 'Sesame seed'
 'Sunflower seed' 'Green beans' 'Gooseberries' 'Buffalo milk' 'Peppers']";0
680;1 Egg;"['Eggs' 'Eggplants' 'Eel' 'Figs' 'Orange' 'Ginger' 'Megrim' 'Herring'
 'Yoghurt' 'Whiting']";
681;3/4 cup dry white wine, divided;"['Rape seed' 'Sunflower seed' 'Whiting' 'Zucchini' 'Kiwi fruit'
 'Aubergines' 'Cranberries' 'Green beans' 'Blueberries' 'Sesame seed']";0
